ID,NAME,MODEL,COLORWAY,STYLE,SIZE,PRICE,SELLER RETURN,DATE IN,DATE SOLD,LOCATION,CONDITION
2599757,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,6.5,$435.00,$358.88,09/22/2018,01/24/2019,FW,New
2499079,AIR JORDAN 17 RET LOW SOLEFLY,AIR JORDAN 17 RET LOW SOLEFLY,BLACK/LIGHTNING,AJ7321 003,10,$455.00,$375.38,07/14/2018,01/23/2019,NJ,New
2499032,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,8,$290.00,$239.25,07/14/2018,01/21/2019,NJ,New
2799500,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,6.5,$400.00,$330.00,12/23/2018,01/21/2019,NY,New
2799499,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,6.5,$400.00,$330.00,12/23/2018,01/21/2019,NY,New
2799509,air jordan 1 retro high og,air jordan 1 retro high og,golden harvest/black-sail,555088 700,12.5,$225.00,$185.62,12/23/2018,01/20/2019,NY,New
2799498,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,6.5,$400.00,$330.00,12/23/2018,01/18/2019,NY,New
2799491,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,4.5,$375.00,$309.38,12/23/2018,01/17/2019,NY,New
2395432,ultraboost undftd,ultraboost undftd,black/white,b22480,7.5,$315.00,$259.88,04/30/2018,01/17/2019,FW,New
2599800,yeezy 500,yeezy 500,sumoye/sumoye/sumoye,db2966,4,$395.00,$325.88,09/22/2018,01/15/2019,NY,New
2502706,CRAZY BYW LVL X PW,CRAZY BYW LVL X PW,Chalk Pink/Footwear White-Core Black,g28183,6.5,$250.00,$206.25,07/16/2018,01/14/2019,NJ,New
2102825,pw human race nmd tr,pw human race nmd tr,sun glow/core black/eqt yellow,ac7188,8,$340.00,$280.50,11/19/2017,01/14/2019,FW,New
2599743,air jordan 4 retro levis nrg,air jordan 4 retro levis nrg,black/black-black,ao2571 001,10.5,$290.00,$239.25,09/22/2018,01/14/2019,NJ,New
2499045,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,5.5,$280.00,$231.00,07/14/2018,01/14/2019,FW,New
2499054,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,5.5,$280.00,$231.00,07/14/2018,01/14/2019,FW,New
2799512,dragon ball z x adidas yung-1,dragon ball z x adidas yung-1,white/unity purple/clear lilac,d97048,9,$240.00,$198.00,12/23/2018,01/13/2019,NY,New
2799502,nike sb dunk low pro og qs,nike sb dunk low pro og qs,voltage purple/voltage purple,bv1310 555a,12,$550.00,$453.75,12/23/2018,01/11/2019,NY,New
2599752,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,6.5,$435.00,$358.88,09/22/2018,01/11/2019,FW,New
2599756,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,6.5,$435.00,$358.88,09/22/2018,01/11/2019,FW,New
2599822,the 10: nike air presto,the 10: nike air presto,black/white-cone,aa3830 002,6,$730.00,$602.25,09/22/2018,01/11/2019,NY,New
2799497,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,6.5,$400.00,$330.00,12/23/2018,01/10/2019,NY,New
2599751,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,6.5,$435.00,$358.88,09/22/2018,01/08/2019,FW,New
2499041,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,7.5,$320.00,$264.00,07/14/2018,01/04/2019,MIA,New
2799490,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,4.5,$410.00,$338.25,12/23/2018,01/04/2019,NY,New
2186036,yeezy boost 350 v2,yeezy boost 350 v2,blutin/grethr/hirere,b37571,9,$400.00,$330.00,12/20/2017,01/02/2019,NJ,New
2599754,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,6.5,$435.00,$358.88,09/22/2018,12/31/2018,NY,New
2799489,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,4.5,$410.00,$338.25,12/23/2018,12/31/2018,NY,New
2799488,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,4.5,$410.00,$338.25,12/23/2018,12/30/2018,NY,New
2799487,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,4.5,$410.00,$338.25,12/23/2018,12/30/2018,NY,New
2799485,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,4.5,$410.00,$338.25,12/23/2018,12/29/2018,NY,New
2716825,the 10: nike zoom fly,the 10: nike zoom fly,tulip pink/racer pink,aj4588 600,6.5,$430.00,$354.75,11/28/2018,12/29/2018,NY,New
2679159,yeezy boost 700,yeezy boost 700,mgsogr/cwhite/cblack,b75571,4.5,$580.00,$478.50,11/10/2018,12/28/2018,NY,New
2599778,air jordan 4rtr levis nrg bg (gs),air jordan 4rtr levis nrg bg (gs),black/black-black,aq9103 001,6.5Y,$175.00,$144.38,09/22/2018,12/27/2018,FW,New
2134003,pw human race nmd tr,pw human race nmd tr,noble ink/bold yellow-footwear white,ac7360,9,$305.00,$251.62,11/30/2017,12/27/2018,FW,New
2799496,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,5.5,$460.00,$379.50,12/23/2018,12/27/2018,NY,New
2599738,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,7,$330.00,$272.25,09/22/2018,12/24/2018,MIA,New
2679163,yeezy boost 700,yeezy boost 700,mgsogr/cwhite/cblack,b75571,4.5,$580.00,$478.50,11/10/2018,12/24/2018,NY,New
2799495,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,5.5,$460.00,$379.50,12/23/2018,12/24/2018,NY,New
2599806,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,8.5,$470.00,$387.75,09/22/2018,12/24/2018,NY,New
2799494,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,5.5,$460.00,$379.50,12/23/2018,12/24/2018,NY,New
2799493,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,5.5,$460.00,$379.50,12/23/2018,12/23/2018,NY,New
2599821,the 10: nike air presto,the 10: nike air presto,black/white-cone,aa3830 002,9,$920.00,$759.00,09/22/2018,12/22/2018,NY,New
2599823,the 10: nike air presto,the 10: nike air presto,white/black-cone,aa3830 100,9,$700.00,$577.50,09/22/2018,12/22/2018,NY,New
2121312,pw human race nmd tr,pw human race nmd tr,noble ink/bold yellow-footwear white,ac7360,10.5,$320.00,$264.00,11/28/2017,12/19/2018,NJ,New
2599773,react element 87,react element 87,ANTHRACITE/BLACK-WHITE,aq1090 001,4,$245.00,$202.12,09/22/2018,12/18/2018,NJ,New
2679162,yeezy boost 700,yeezy boost 700,mgsogr/cwhite/cblack,b75571,4.5,$580.00,$478.50,11/10/2018,12/15/2018,NY,New
2679157,zx 500 restomod,zx 500 restomod,orange/collegiate royal,d97046,9.5,$370.00,$305.25,11/10/2018,12/11/2018,NY,New
2679158,zx 500 restomod,zx 500 restomod,orange/collegiate royal,d97046,9,$340.00,$280.50,11/10/2018,12/07/2018,NY,New
2679160,the 10: nike blazer mid,the 10: nike blazer mid,black/cone-black-white,aa3832 001,9,$630.00,$519.75,11/10/2018,12/07/2018,NY,New
2679155,air jordan 5 retro bcfc,air jordan 5 retro bcfc,black/challenge red-white,av9175 001,9,$335.00,$276.38,11/10/2018,12/04/2018,FW,New
2599723,air force 1 low travis scott,air force 1 low travis scott,sail/sail-gum light brown,aq4211 101,4.5,$310.00,$255.75,09/22/2018,12/02/2018,MIA,New
2499087,cortez kenny III,cortez kenny III,black/white-gym red,BV0833 016,9,$220.00,$181.50,07/14/2018,12/01/2018,NJ,New
2599739,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,7,$450.00,$371.25,09/22/2018,11/24/2018,NY,New
2599782,air vapormax fk moc 2 / acronym,air vapormax fk moc 2 / acronym,black/black-volt,aq0996 007,15,$245.00,$202.12,09/22/2018,11/23/2018,NJ,New
2679153,yeezy boost 700,yeezy boost 700,mgsogr/cwhite/cblack,b75571,4.5,$580.00,$478.50,11/10/2018,11/21/2018,NY,New
2599753,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,6.5,$470.00,$387.75,09/22/2018,11/21/2018,MIA,New
2499019,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,9.5,$275.00,$226.88,07/14/2018,11/20/2018,NJ,New
2679166,wmns air jordan 4 retro nrg,wmns air jordan 4 retro nrg,fire red/summit white-black,av3914 600,W13,$325.00,$268.12,11/10/2018,11/14/2018,NY,New
2599803,air force 1 low travis scott,air force 1 low travis scott,sail/sail-gum light brown,aq4211 101,4.5,$310.00,$255.75,09/22/2018,11/13/2018,NY,New
2302896,air force 1 prm clot,air force 1 prm clot,white/white,ao9286 100,11,$435.00,$358.88,03/05/2018,11/12/2018,FW,New
