ID,NAME,MODEL,COLORWAY,STYLE,SIZE,PRICE,SELLER RETURN,DATE IN,DATE SOLD,LOCATION,CONDITION
2599831,react element 87/undercover,react element 87/undercover,volt/varsity red-black,bq2718 700,7.5,$395.00,$325.88,09/22/2018,08/17/2019,MIA,New
3056583,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8.5,$245.00,$202.12,04/06/2019,08/16/2019,FW,New
3235225,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,14,$390.00,$321.75,06/15/2019,08/15/2019,NY,New
3368226,Air Jordan 1 Mid SE,Air Jordan 1 Mid SE,Black/Black-Tour Yellow-White,852542 071,7.5,$230.00,$189.75,08/03/2019,08/15/2019,NY,New
3255746,Air Jordan 11 Golf 'Safari Bred',Air Jordan 11 Golf 'Safari Bred',Black/University Red-Black,AQ0963 001,9,$725.00,$598.12,06/23/2019,08/12/2019,NY,New
3368246,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,5.5,$405.00,$334.12,08/03/2019,08/12/2019,NY,New
3368230,air jordan 1 mid se,air jordan 1 mid se,black/black-tour yellow-white,852542 071,8,$180.00,$148.50,08/03/2019,08/12/2019,NY,New
3368241,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,4,$365.00,$301.12,08/03/2019,08/11/2019,NY,New
3368229,air jordan 1 mid se,air jordan 1 mid se,black/black-tour yellow-white,852542 071,8,$180.00,$148.50,08/03/2019,08/11/2019,NY,New
3368244,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,5.5,$405.00,$334.12,08/03/2019,08/10/2019,NY,New
3235262,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,4.5,$385.00,$317.62,06/15/2019,08/09/2019,NY,New
3368242,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,4.5,$360.00,$297.00,08/03/2019,08/09/2019,NY,New
3368250,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,6.5,$380.00,$313.50,08/03/2019,08/08/2019,NY,New
3368251,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,7,$380.00,$313.50,08/03/2019,08/07/2019,NY,New
3368238,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,4,$365.00,$301.12,08/03/2019,08/06/2019,NY,New
2499177,pw hu holi nmd mc,pw hu holi nmd mc,purple/green/pink,ac7034,9.5,$280.00,$231.00,07/14/2018,08/06/2019,FO,New
3368286,yeezy boost 700 v2,yeezy boost 700 v2,tephra/tephra/tephra,fu7914,5.5,$495.00,$408.38,08/03/2019,08/06/2019,NY,New
3368255,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,9,$360.00,$297.00,08/03/2019,08/06/2019,NY,New
3368290,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,8.5,$330.00,$272.25,08/03/2019,08/06/2019,NY,New
3368291,yeezy boost 700,yeezy boost 700,mgsogr/cwhite/cblack,b75571,8.5,$460.00,$379.50,08/03/2019,08/06/2019,NY,New
3368287,yeezy boost 350 v2,yeezy boost 350 v2,black/black/black,fu9006,8,$565.00,$466.12,08/03/2019,08/06/2019,NY,New
3235229,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,4.5,$385.00,$317.62,06/15/2019,08/05/2019,NY,New
3368257,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,9,$360.00,$297.00,08/03/2019,08/05/2019,NY,New
3368256,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,9,$360.00,$297.00,08/03/2019,08/05/2019,NY,New
3368289,yeezy boost 350 v2,yeezy boost 350 v2,black/black/black,fu9006,9,$625.00,$515.62,08/03/2019,08/05/2019,NY,New
3235280,yeezy boost 350 v2,yeezy boost 350 v2,hypers/hypers/hypers,eg7491,9,$560.00,$462.00,06/15/2019,08/05/2019,NY,New
3368292,yeezy boost 700,yeezy boost 700,mgsogr/cwhite/cblack,b75571,9,$495.00,$408.38,08/03/2019,08/05/2019,NY,New
3368239,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,4,$365.00,$301.12,08/03/2019,08/05/2019,NY,New
3368252,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,7.5,$365.00,$301.12,08/03/2019,08/05/2019,NY,New
3368288,yeezy boost 350 v2,yeezy boost 350 v2,black/black/black,fu9006,9,$625.00,$515.62,08/03/2019,08/05/2019,NY,New
3368282,yeezy boost 350 v2,yeezy boost 350 v2,clay/clay/clay,eg7490,4,$400.00,$330.00,08/03/2019,08/04/2019,NY,New
3368253,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,8,$345.00,$284.62,08/03/2019,08/04/2019,NY,New
3056538,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,12.5,$370.00,$305.25,04/06/2019,08/04/2019,NY,New
3235258,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,11,$310.00,$255.75,06/15/2019,08/04/2019,NY,New
3368245,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,5.5,$405.00,$334.12,08/03/2019,08/04/2019,NY,New
3368254,yeezy boost 350 v2,yeezy boost 350 v2,lundmark/lundmark/lundmark,fu9161,8,$345.00,$284.62,08/03/2019,08/04/2019,NY,New
3235277,yeezy boost 350 v2,yeezy boost 350 v2,hypers/hypers/hypers,eg7491,9,$560.00,$462.00,06/15/2019,08/03/2019,NY,New
3235282,yeezy boost 350 v2,yeezy boost 350 v2,hypers/hypers/hypers,eg7491,9,$560.00,$462.00,06/15/2019,08/02/2019,NY,New
3025568,air foamposite one mt qs,air foamposite one mt qs,racer blue/white-black,bv8161 400,7.5,$400.00,$330.00,03/27/2019,08/01/2019,NY,New
3235268,yeezy boost 350 v2,yeezy boost 350 v2,trfrm/trfrm/trfrm,eg7492,4,$500.00,$412.50,06/15/2019,08/01/2019,NY,New
2799518,nike sb dunk low pro og qs,nike sb dunk low pro og qs,voltage purple/voltage purple,bv1310 555a,10.5,$475.00,$391.88,12/23/2018,08/01/2019,FW,New
3235267,yeezy boost 350 v2,yeezy boost 350 v2,trfrm/trfrm/trfrm,eg7492,6.5,$575.00,$474.38,06/15/2019,07/29/2019,NY,New
3056536,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,12.5,$370.00,$305.25,04/06/2019,07/25/2019,NY,New
3235251,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,11,$310.00,$255.75,06/15/2019,07/25/2019,NY,New
3255741,eqt support mid adv pk,eqt support mid adv pk,cgreen/cblack/bogold,d97056,11,$275.00,$226.88,06/23/2019,07/25/2019,NY,New
2599772,Size? x Old Skool,Size? x Old Skool,Multi/Multi,VN0A38G1RFP,10,$570.00,$470.25,09/22/2018,07/24/2019,FW,New
2679164,the 10: nike blazer mid,the 10: nike blazer mid,wolf grey/cool grey-pure platinum-volt,aa3832 002,14,$970.00,$800.25,11/10/2018,07/23/2019,NY,New
2992998,air force 1 '07,air force 1 '07,white/white-game royal,bq8448 100,6,$380.00,$313.50,03/14/2019,07/22/2019,FW,New
3255734,air jordan 14 retro s,air jordan 14 retro s,white/university red,bv7630 106,8,$340.00,$280.50,06/23/2019,07/21/2019,NY,New
3235270,yeezy boost 350 v2,yeezy boost 350 v2,trfrm/trfrm/trfrm,eg7492,4,$500.00,$412.50,06/15/2019,07/18/2019,NY,New
3235253,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,12,$290.00,$239.25,06/15/2019,07/18/2019,NY,New
3255743,air max 2 light qs,air max 2 light qs,black/bright crimson,bv7406 001,9,$150.00,$123.75,06/23/2019,07/17/2019,NY,New
3025574,air foamposite one mt qs,air foamposite one mt qs,racer blue/white-black,bv8161 400,9,$350.00,$288.75,03/27/2019,07/16/2019,NY,New
2993003,nike air skylon II/fog,nike air skylon II/fog,black/sail-fossil,bq2752 001,7,$100.00,$82.50,03/14/2019,07/16/2019,FW,New
3235256,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,12,$290.00,$239.25,06/15/2019,07/14/2019,NY,New
3023171,air max 90 qs,air max 90 qs,mars stone/magma orange,cd0920 600,9,$160.00,$132.00,03/26/2019,07/08/2019,NY,New
3234819,yeezy 500,yeezy 500,sumoye/sumoye/sumoye,db2966,8.5,$330.00,$272.25,06/15/2019,07/07/2019,NY,New
3032870,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,7Y,$174.00,$143.55,03/29/2019,07/06/2019,NY,New
3235286,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,5.5,$405.00,$334.12,06/15/2019,07/05/2019,NY,New
3234818,yeezy 500,yeezy 500,sumoye/sumoye/sumoye,db2966,9,$285.00,$235.12,06/15/2019,07/05/2019,NY,New
3255748,yeezy boost 350 v2 kids,yeezy boost 350 v2 kids,clay/clay/clay,eg6872,11.5K,$235.00,$193.88,06/23/2019,07/05/2019,NY,New
3234817,yeezy 500,yeezy 500,sumoye/sumoye/sumoye,db2966,9,$285.00,$235.12,06/15/2019,07/02/2019,NY,New
3255729,air jordan 6 retro,air jordan 6 retro,black/infrared,384664 060,9,$275.00,$226.88,06/23/2019,07/02/2019,NY,New
3255749,yeezy boost 350 v2 gid infant,yeezy boost 350 v2 gid infant,glow/glow/glow,eg6887,8K,$285.00,$235.12,06/23/2019,07/02/2019,NY,New
3255745,air max 2 light qs,air max 2 light qs,black/bright crimson,bv7406 001,9.5,$160.00,$132.00,06/23/2019,07/02/2019,FW,New
3255744,air max 2 light qs,air max 2 light qs,black/bright crimson,bv7406 001,9.5,$160.00,$132.00,06/23/2019,07/02/2019,FW,New
3255747,yeezy boost 350 v2 infant,yeezy boost 350 v2 infant,clay/clay/clay,eg6881,10K,$225.00,$185.62,06/23/2019,07/02/2019,NY,New
3032866,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,7Y,$174.00,$143.55,03/29/2019,07/02/2019,FW,New
3025578,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,7Y,$174.00,$143.55,03/27/2019,07/01/2019,NY,New
3023168,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,7Y,$174.00,$143.55,03/26/2019,07/01/2019,NY,New
3235285,yeezy boost 350 v2,yeezy boost 350 v2,hypers/hypers/hypers,eg7491,6.5,$650.00,$536.25,06/15/2019,06/30/2019,NY,New
3023167,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,7Y,$174.00,$143.55,03/26/2019,06/30/2019,NY,New
3255728,air jordan 6 retro,air jordan 6 retro,black/infrared,384664 060,9,$275.00,$226.88,06/23/2019,06/30/2019,NY,New
3235283,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,5.5,$405.00,$334.12,06/15/2019,06/29/2019,NY,New
3235278,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,5.5,$405.00,$334.12,06/15/2019,06/29/2019,NY,New
3056567,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/28/2019,FW,New
3255731,air jordan 1 high og defiant,air jordan 1 high og defiant,court purple/black-sail,cd6578 507,9.5,$750.00,$618.75,06/23/2019,06/27/2019,NY,New
3235273,yeezy boost 350 v2,yeezy boost 350 v2,hypers/hypers/hypers,eg7491,4.5,$525.00,$433.12,06/15/2019,06/27/2019,NY,New
3235272,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,13,$655.00,$540.38,06/15/2019,06/26/2019,NY,New
3235271,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,13,$655.00,$540.38,06/15/2019,06/26/2019,NY,New
3056573,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8,$255.00,$210.38,04/06/2019,06/26/2019,FW,New
3056575,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8,$255.00,$210.38,04/06/2019,06/26/2019,FW,New
3056576,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8,$255.00,$210.38,04/06/2019,06/26/2019,FW,New
3235275,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,5.5,$405.00,$334.12,06/15/2019,06/25/2019,NY,New
3056531,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,8,$360.00,$297.00,04/06/2019,06/25/2019,NY,New
3056574,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8,$255.00,$210.38,04/06/2019,06/25/2019,FW,New
3056581,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8.5,$245.00,$202.12,04/06/2019,06/25/2019,FW,New
3056577,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8,$255.00,$210.38,04/06/2019,06/25/2019,FW,New
3056569,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/24/2019,FW,New
3056522,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/24/2019,FW,New
3056565,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/24/2019,FW,New
3056523,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/24/2019,FW,New
3056563,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/24/2019,FW,New
3056564,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/24/2019,FW,New
3056521,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/24/2019,FW,New
3235266,yeezy boost 350 v2,yeezy boost 350 v2,trfrm/trfrm/trfrm,eg7492,7.5,$475.00,$391.88,06/15/2019,06/24/2019,NY,New
3235228,yeezy boost 350 v2,yeezy boost 350 v2,clay/clay/clay,eg7490,13,$305.00,$251.62,06/15/2019,06/23/2019,NY,New
3056570,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/23/2019,NY,New
3056547,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,10,$770.00,$635.25,04/06/2019,06/22/2019,NY,New
3056562,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,9,$800.00,$660.00,04/06/2019,06/22/2019,NY,New
3056561,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,9,$800.00,$660.00,04/06/2019,06/22/2019,NY,New
3235250,yeezy boost 700 v2,yeezy boost 700 v2,geode/geode/geode,eg6860,10.5,$320.00,$264.00,06/15/2019,06/21/2019,NY,New
3234815,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,9,$295.00,$243.38,06/15/2019,06/21/2019,NY,New
3056551,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,5.5,$920.00,$759.00,04/06/2019,06/21/2019,NY,New
3056558,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,5.5,$920.00,$759.00,04/06/2019,06/21/2019,NY,New
3056550,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,9,$800.00,$660.00,04/06/2019,06/21/2019,NY,New
2993002,nike air skylon II/fog,nike air skylon II/fog,black/sail-fossil,bq2752 001,9,$190.00,$156.75,03/14/2019,06/20/2019,NY,New
3235264,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,5.5,$405.00,$334.12,06/15/2019,06/19/2019,NY,New
3234816,yeezy boost 700,yeezy boost 700,analog/analog/analog,eg7596,6.5,$410.00,$338.25,06/15/2019,06/19/2019,NY,New
3056571,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,9,$220.00,$181.50,04/06/2019,06/19/2019,NY,New
3056533,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,9,$355.00,$292.88,04/06/2019,06/19/2019,NY,New
3234808,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,9,$295.00,$243.38,06/15/2019,06/18/2019,NY,New
3234813,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,9,$295.00,$243.38,06/15/2019,06/18/2019,NY,New
3032876,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,6.5Y,$185.00,$152.62,03/29/2019,06/18/2019,NY,New
3235265,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,10,$320.00,$264.00,06/15/2019,06/17/2019,NY,New
3056548,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,9,$800.00,$660.00,04/06/2019,06/17/2019,NY,New
2134005,pw human race nmd tr,pw human race nmd tr,noble ink/bold yellow-footwear white,ac7360,9,$275.00,$226.88,11/30/2017,06/17/2019,FO,New
3235276,yeezy boost 700 v2,yeezy boost 700 v2,geode/geode/geode,eg6860,9,$330.00,$272.25,06/15/2019,06/17/2019,NY,New
3032875,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,6.5Y,$185.00,$152.62,03/29/2019,06/17/2019,FW,New
3032872,air jordan 1 retro high og (gs),air jordan 1 retro high og (gs),turbo green/sail-white,575441 311,6.5Y,$185.00,$152.62,03/29/2019,06/16/2019,NY,New
3234811,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,9,$295.00,$243.38,06/15/2019,06/16/2019,NY,New
3234809,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,9,$295.00,$243.38,06/15/2019,06/16/2019,NY,New
3002222,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,6.5,$435.00,$358.88,03/18/2019,06/07/2019,NY,New
2499074,Kobe 1 Protro,Kobe 1 Protro,Deep Forest/Black-White,AQ3635 300,8.5,$380.00,$313.50,07/14/2018,06/02/2019,NY,New
2502693,Crazy BYW LVL X PW,Crazy BYW LVL X PW,CORE BLACK/FOOTWEAR WHITE/SOLAR PINK,G28182,9,$285.00,$235.12,07/16/2018,06/01/2019,NY,New
3056543,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,9,$390.00,$321.75,04/06/2019,05/26/2019,NY,New
2599767,air jordan 3  retro flyknit,air jordan 3  retro flyknit,black/black-anthracite,aq1005 001,9,$230.00,$189.75,09/22/2018,05/20/2019,FW,New
3056526,air jordan 1 high og defiant,air jordan 1 high og defiant,black/gym red-muslin,bq6682 006,9,$240.00,$198.00,04/06/2019,05/16/2019,NY,New
3002221,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,6.5,$435.00,$358.88,03/18/2019,05/16/2019,NY,New
3002220,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,6.5,$435.00,$358.88,03/18/2019,05/16/2019,NY,New
3056579,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8.5,$285.00,$235.12,04/06/2019,05/12/2019,NY,New
3056578,air jordan 1 retro high og,air jordan 1 retro high og,neutral grey/black,555088 018,8.5,$285.00,$235.12,04/06/2019,05/11/2019,NY,New
3056556,yeezy 500,yeezy 500,salt/salt/salt,ee7287,8.5,$375.00,$309.38,04/06/2019,05/11/2019,NY,New
3145292,wmns air jordan 1 retro high og,wmns air jordan 1 retro high og,black/black-metallic gold-white,cd0461 007,W9,$260.00,$214.50,05/08/2019,05/11/2019,NY,New
2599791,Nike React Element 87,Nike React Element 87,Desert Sand/Cool Grey,AQ1090 002,9.5,$230.00,$189.75,09/22/2018,05/10/2019,NY,New
3023166,air jordan 1 retro high og,air jordan 1 retro high og,sail/phantom-university red,555088 160,9,$225.00,$185.62,03/26/2019,05/08/2019,NY,New
3056554,nike air skylon II/fog,nike air skylon II/fog,white/black-light bone sail,bq2752 100,11,$160.00,$132.00,04/06/2019,05/06/2019,FW,New
3056545,air jordan 1 retro high og,air jordan 1 retro high og,turbo green/sail - white,555088 311,9.5,$275.00,$226.88,04/06/2019,05/03/2019,NY,New
3005058,one star ox,one star ox,Erget/Black/Multi,163167C,10,$165.00,$136.12,03/19/2019,05/01/2019,FW,New
3032877,solar hu glide w,solar hu glide w,multi/black,cg6736,W6,$180.00,$148.50,03/29/2019,04/28/2019,NY,New
3056540,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,10.5,$350.00,$288.75,04/06/2019,04/26/2019,NY,New
3056534,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,10.5,$350.00,$288.75,04/06/2019,04/24/2019,NY,New
3056529,yeezy boost 700,yeezy boost 700,salt/salt/salt,eg7487,10.5,$350.00,$288.75,04/06/2019,04/24/2019,NY,New
3056592,air jordan 1 retro high og,air jordan 1 retro high og,black/medium grey-white,555088 013,10,$325.00,$268.12,04/06/2019,04/20/2019,NY,New
3056559,yeezy boost 350 v2,yeezy boost 350 v2,static/static/static,ef2367,6,"$1,120.00",$924.00,04/06/2019,04/19/2019,NY,New
2679161,the 10: nike blazer mid,the 10: nike blazer mid,canvas/total orange,aa3832 700,5,$750.00,$618.75,11/10/2018,04/19/2019,LA,New
3056542,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,9,$400.00,$330.00,04/06/2019,04/17/2019,NY,New
3056590,air jordan 1 retro high og (bg),air jordan 1 retro high og (bg),black/medium grey- white,575441 013,6Y,$290.00,$239.25,04/06/2019,04/17/2019,NY,New
3056584,air jordan 1 retro high og,air jordan 1 retro high og,turbo green/sail - white,555088 311,11,$225.00,$185.62,04/06/2019,04/15/2019,NY,New
3056586,air jordan 1 retro high og,air jordan 1 retro high og,turbo green/sail - white,555088 311,11.5,$225.00,$185.62,04/06/2019,04/14/2019,NY,New
3056591,air jordan 1 retro high og,air jordan 1 retro high og,black/medium grey-white,555088 013,9,$325.00,$268.12,04/06/2019,04/13/2019,NY,New
3056541,yeezy boost 700,yeezy boost 700,mauve/mauve/mauve,ee9614,9,$400.00,$330.00,04/06/2019,04/12/2019,NY,New
3025572,air foamposite one mt qs,air foamposite one mt qs,racer blue/white-black,bv8161 400,8.5,$435.00,$358.88,03/27/2019,04/11/2019,NY,New
3056588,air jordan 1 retro high og (bg),air jordan 1 retro high og (bg),black/medium grey- white,575441 013,6.5Y,$290.00,$239.25,04/06/2019,04/11/2019,NY,New
3056544,air jordan 1 retro high og,air jordan 1 retro high og,turbo green/sail - white,555088 311,9,$310.00,$255.75,04/06/2019,04/10/2019,NY,New
3005062,the 10: nike Force 1 (cb),the 10: nike Force 1 (cb),Black/White-Cone-Black,BV0854 001,3C,$300.00,$247.50,03/19/2019,04/09/2019,NY,New
3056546,nike air skylon ll/fog,nike air skylon ll/fog,light bone/clear-reflect,bq2752 003,10.5,$210.00,$173.25,04/06/2019,04/09/2019,NY,New
3056587,air jordan 1 retro high og (bg),air jordan 1 retro high og (bg),black/medium grey- white,575441 013,6Y,$290.00,$239.25,04/06/2019,04/09/2019,NY,New
3056593,air jordan 1 retro high og,air jordan 1 retro high og,black/medium grey-white,555088 013,11,$250.00,$206.25,04/06/2019,04/08/2019,NY,New
2134006,pw human race nmd tr,pw human race nmd tr,noble ink/bold yellow-footwear white,ac7360,9,$275.00,$226.88,11/30/2017,04/08/2019,FW,New
3005779,Air Force 1 Low Off-White Infant,Air Force 1 Low Off-White Infant,VOLT/HYPER JADE-CONE-BLACK,BV0854 700,1C,$270.00,$222.75,03/19/2019,04/06/2019,NY,New
2499098,air vapormax fk moc 2/acronym,air vapormax fk moc 2/acronym,light bone/volt-light blue,aq0996 001,7.5,$240.00,$198.00,07/14/2018,04/06/2019,NY,New
2990341,yeezy 500,yeezy 500,salt/salt/salt,ee7287,14,$285.00,$235.12,03/13/2019,04/02/2019,NY,New
2599750,react element 87/undercover,react element 87/undercover,lakeside/electric yellow,bq2718 400,6.5,$275.00,$226.88,09/22/2018,03/30/2019,MIA,New
3025576,air foamposite one mt qs,air foamposite one mt qs,racer blue/white-black,bv8161 400,10,$435.00,$358.88,03/27/2019,03/30/2019,NY,New
2499072,air jordan 1 retro high og nrg,air jordan 1 retro high og nrg,black/university red-white,861428 061,9,$410.00,$338.25,07/14/2018,03/28/2019,NY,New
2679154,air jordan 10 retro,air jordan 10 retro,racer blue/team orange-black,310805 408,12.5,$160.00,$132.00,11/10/2018,03/26/2019,FW,New
2554374,"Premier x Dunk High SB TRD 'Win Some, Lose Some'","Premier x Dunk High SB TRD 'Win Some, Lose Some'",Vachetta Tan/White-Metallic Gold,881758 217,6.5,$280.00,$231.00,08/23/2018,03/24/2019,NY,New
2599834,Size? x Old Skool,Size? x Old Skool,Multi/Multi,VN0A38G1RFP,10.5,$350.00,$288.75,09/22/2018,03/22/2019,FW,New
3002219,yeezy boost 700,yeezy boost 700,inerti/inerti/inerti,eg7597,6.5,$550.00,$453.75,03/18/2019,03/19/2019,NY,New
2990340,lebron xvi low ac,lebron xvi low ac,kumquat/kumquat-black,cd9471 800,13,$495.00,$408.38,03/13/2019,03/17/2019,NY,New
2599746,puma thunder spectra,puma thunder spectra,puma blk-puma blk-puma white,367516 01,13,$220.00,$181.50,09/22/2018,03/11/2019,FW,New
2599768,zoom fly mercurial fk /ow,zoom fly mercurial fk /ow,total orange/white-volt,ao2115 800,7,$335.00,$276.38,09/22/2018,03/11/2019,FW,New
2499034,yeezy boost 350 v2,yeezy boost 350 v2,butter/butter/butter,f36980,8,$290.00,$239.25,07/14/2018,03/06/2019,MIA,New
2599798,yeezy 500,yeezy 500,sumoye/sumoye/sumoye,db2966,5,$360.00,$297.00,09/22/2018,02/28/2019,NY,New
2799513,air jordan 15 retro db,air jordan 15 retro db,black/white-metallic gold,bv7107 017,7.5,$285.00,$235.12,12/23/2018,02/25/2019,NY,New
2599797,yeezy 500,yeezy 500,sumoye/sumoye/sumoye,db2966,5,$360.00,$297.00,09/22/2018,02/19/2019,NY,New
2499066,air jordan 1 retro high og nrg,air jordan 1 retro high og nrg,black/university red-white,861428 061,7.5,$380.00,$313.50,07/14/2018,02/16/2019,MIA,New
2599802,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,7.5,$450.00,$371.25,09/22/2018,02/15/2019,MIA,New
2630715,the 10: nike blazer mid,the 10: nike blazer mid,black/cone-black-white,aa3832 001,6.5,$440.00,$363.00,10/10/2018,02/14/2019,FW,New
2599826,yeezy 500,yeezy 500,sumoye/sumoye/sumoye,db2966,4,$395.00,$325.88,09/22/2018,02/09/2019,NY,New
2599755,yeezy 500,yeezy 500,utiblk/utiblk/utiblk,f36640,6.5,$435.00,$358.88,09/22/2018,02/04/2019,FW,New
2799506,air jordan 1 retro high og,air jordan 1 retro high og,pine green/black-sail,555088 302,14,$220.00,$181.50,12/23/2018,02/04/2019,NJ,New
2599744,air jordan 1 retro high og,air jordan 1 retro high og,game royal/summit white-black,555088 403,10.5,$270.00,$222.75,09/22/2018,01/30/2019,MIA,New
2186037,yeezy boost 350 v2,yeezy boost 350 v2,blutin/grethr/hirere,b37571,9,$400.00,$330.00,12/20/2017,01/28/2019,NJ,New
2599745,puma thunder spectra,puma thunder spectra,puma blk-puma blk-puma white,367516 01,12,$175.00,$144.38,09/22/2018,01/28/2019,FW,New
